ensembl_gene_id,gene_biotype
ENSMUSG00000037242,protein_coding
ENSMUSG00000037243,protein_coding
ENSMUSG00000037251,protein_coding
ENSMUSG00000037253,protein_coding
ENSMUSG00000037257,protein_coding
ENSMUSG00000037260,protein_coding
ENSMUSG00000037262,protein_coding
ENSMUSG00000037266,protein_coding
ENSMUSG00000037270,protein_coding
ENSMUSG00000037275,protein_coding
ENSMUSG00000037278,protein_coding
ENSMUSG00000037279,protein_coding
ENSMUSG00000037280,protein_coding
ENSMUSG00000037286,protein_coding
ENSMUSG00000037287,protein_coding
ENSMUSG00000037295,protein_coding
ENSMUSG00000037296,protein_coding
ENSMUSG00000037300,protein_coding
ENSMUSG00000037306,protein_coding
ENSMUSG00000037313,protein_coding
ENSMUSG00000037315,protein_coding
ENSMUSG00000037316,protein_coding
ENSMUSG00000037321,protein_coding
ENSMUSG00000037325,protein_coding
ENSMUSG00000037326,protein_coding
ENSMUSG00000037331,protein_coding
ENSMUSG00000037336,protein_coding
ENSMUSG00000037337,protein_coding
ENSMUSG00000037339,protein_coding
ENSMUSG00000037341,protein_coding
ENSMUSG00000037343,protein_coding
ENSMUSG00000037344,protein_coding
ENSMUSG00000037347,protein_coding
ENSMUSG00000037348,protein_coding
ENSMUSG00000037349,protein_coding
ENSMUSG00000037351,protein_coding
ENSMUSG00000037353,protein_coding
ENSMUSG00000037355,protein_coding
ENSMUSG00000037361,protein_coding
ENSMUSG00000037364,protein_coding
ENSMUSG00000037366,protein_coding
ENSMUSG00000037369,protein_coding
ENSMUSG00000037373,protein_coding
ENSMUSG00000037375,protein_coding
ENSMUSG00000037376,protein_coding
ENSMUSG00000037379,protein_coding
ENSMUSG00000037386,protein_coding
ENSMUSG00000037395,protein_coding
ENSMUSG00000037400,protein_coding
ENSMUSG00000037405,protein_coding
ENSMUSG00000037408,protein_coding
ENSMUSG00000037410,protein_coding
ENSMUSG00000037411,protein_coding
ENSMUSG00000037415,protein_coding
ENSMUSG00000037416,protein_coding
ENSMUSG00000037419,protein_coding
ENSMUSG00000037426,protein_coding
ENSMUSG00000037434,protein_coding
ENSMUSG00000037440,protein_coding
ENSMUSG00000037443,protein_coding
ENSMUSG00000037446,protein_coding
ENSMUSG00000037447,protein_coding
ENSMUSG00000037455,protein_coding
ENSMUSG00000037458,protein_coding
ENSMUSG00000037461,protein_coding
ENSMUSG00000037463,protein_coding
ENSMUSG00000037465,protein_coding
ENSMUSG00000037466,protein_coding
ENSMUSG00000037470,protein_coding
ENSMUSG00000037474,protein_coding
ENSMUSG00000037475,protein_coding
ENSMUSG00000037486,protein_coding
ENSMUSG00000037487,protein_coding
ENSMUSG00000037492,protein_coding
ENSMUSG00000037493,protein_coding
ENSMUSG00000037499,protein_coding
ENSMUSG00000037503,protein_coding
ENSMUSG00000037509,protein_coding
ENSMUSG00000037514,protein_coding
ENSMUSG00000037519,protein_coding
ENSMUSG00000037523,protein_coding
ENSMUSG00000037525,protein_coding
ENSMUSG00000037526,protein_coding
ENSMUSG00000037531,protein_coding
ENSMUSG00000037533,protein_coding
ENSMUSG00000037536,protein_coding
ENSMUSG00000037544,protein_coding
ENSMUSG00000037552,protein_coding
ENSMUSG00000037553,protein_coding
ENSMUSG00000037563,protein_coding
ENSMUSG00000037568,protein_coding
ENSMUSG00000037570,protein_coding
ENSMUSG00000037572,protein_coding
ENSMUSG00000037573,protein_coding
ENSMUSG00000037579,protein_coding
ENSMUSG00000037580,protein_coding
ENSMUSG00000037594,protein_coding
ENSMUSG00000037600,protein_coding
ENSMUSG00000037601,protein_coding
ENSMUSG00000037606,protein_coding
ENSMUSG00000037608,protein_coding
ENSMUSG00000037617,protein_coding
ENSMUSG00000037622,protein_coding
ENSMUSG00000037627,protein_coding
ENSMUSG00000037628,protein_coding
ENSMUSG00000037636,protein_coding
ENSMUSG00000037640,protein_coding
ENSMUSG00000037643,protein_coding
ENSMUSG00000037646,protein_coding
ENSMUSG00000037649,protein_coding
ENSMUSG00000037652,protein_coding
ENSMUSG00000037656,protein_coding
ENSMUSG00000037661,protein_coding
ENSMUSG00000037664,protein_coding
ENSMUSG00000037669,protein_coding
ENSMUSG00000037674,protein_coding
ENSMUSG00000037679,protein_coding
ENSMUSG00000037681,protein_coding
ENSMUSG00000037685,protein_coding
ENSMUSG00000037686,protein_coding
ENSMUSG00000037692,protein_coding
ENSMUSG00000037697,protein_coding
ENSMUSG00000037703,protein_coding
ENSMUSG00000037706,protein_coding
ENSMUSG00000037710,protein_coding
ENSMUSG00000037712,protein_coding
ENSMUSG00000037720,protein_coding
ENSMUSG00000037722,protein_coding
ENSMUSG00000037725,protein_coding
ENSMUSG00000037730,protein_coding
ENSMUSG00000037736,protein_coding
ENSMUSG00000037740,protein_coding
ENSMUSG00000037742,protein_coding
ENSMUSG00000037747,protein_coding
ENSMUSG00000037750,protein_coding
ENSMUSG00000037752,protein_coding
ENSMUSG00000037754,protein_coding
ENSMUSG00000037761,protein_coding
ENSMUSG00000037762,protein_coding
ENSMUSG00000037772,protein_coding
ENSMUSG00000037773,protein_coding
ENSMUSG00000037784,protein_coding
ENSMUSG00000037787,protein_coding
ENSMUSG00000037788,protein_coding
ENSMUSG00000037791,protein_coding
ENSMUSG00000037795,protein_coding
ENSMUSG00000037805,protein_coding
ENSMUSG00000037808,protein_coding
ENSMUSG00000037815,protein_coding
ENSMUSG00000037816,protein_coding
ENSMUSG00000037818,protein_coding
ENSMUSG00000037820,protein_coding
ENSMUSG00000037822,protein_coding
ENSMUSG00000037824,protein_coding
ENSMUSG00000037826,protein_coding
ENSMUSG00000037827,processed_pseudogene
ENSMUSG00000037833,protein_coding
ENSMUSG00000037845,protein_coding
ENSMUSG00000037846,protein_coding
ENSMUSG00000037847,protein_coding
ENSMUSG00000037851,protein_coding
ENSMUSG00000037852,protein_coding
ENSMUSG00000037855,protein_coding
ENSMUSG00000037857,protein_coding
ENSMUSG00000037860,protein_coding
ENSMUSG00000037876,protein_coding
ENSMUSG00000037885,protein_coding
ENSMUSG00000037887,protein_coding
ENSMUSG00000037890,protein_coding
ENSMUSG00000037894,protein_coding
ENSMUSG00000037896,protein_coding
ENSMUSG00000037902,protein_coding
ENSMUSG00000037904,protein_coding
ENSMUSG00000037905,protein_coding
ENSMUSG00000037907,protein_coding
ENSMUSG00000037916,protein_coding
ENSMUSG00000037926,protein_coding
ENSMUSG00000037933,protein_coding
ENSMUSG00000037935,protein_coding
ENSMUSG00000037936,protein_coding
ENSMUSG00000037938,protein_coding
ENSMUSG00000037949,protein_coding
ENSMUSG00000037957,protein_coding
ENSMUSG00000037958,protein_coding
ENSMUSG00000037960,protein_coding
ENSMUSG00000037965,protein_coding
ENSMUSG00000037966,protein_coding
ENSMUSG00000037971,protein_coding
ENSMUSG00000037972,protein_coding
ENSMUSG00000037979,protein_coding
ENSMUSG00000037989,protein_coding
ENSMUSG00000037991,protein_coding
ENSMUSG00000037992,protein_coding
ENSMUSG00000037993,protein_coding
ENSMUSG00000037995,protein_coding
ENSMUSG00000037997,protein_coding
ENSMUSG00000037999,protein_coding
ENSMUSG00000038000,protein_coding
ENSMUSG00000038002,protein_coding
ENSMUSG00000038005,protein_coding
ENSMUSG00000038007,protein_coding
ENSMUSG00000038009,protein_coding
ENSMUSG00000038010,protein_coding
ENSMUSG00000038011,protein_coding
ENSMUSG00000038013,protein_coding
ENSMUSG00000038014,protein_coding
ENSMUSG00000038022,protein_coding
ENSMUSG00000038023,protein_coding
ENSMUSG00000038024,protein_coding
ENSMUSG00000038025,protein_coding
ENSMUSG00000038028,protein_coding
ENSMUSG00000038034,protein_coding
ENSMUSG00000038037,protein_coding
ENSMUSG00000038039,protein_coding
ENSMUSG00000038042,protein_coding
ENSMUSG00000038045,protein_coding
ENSMUSG00000038046,protein_coding
ENSMUSG00000038047,protein_coding
ENSMUSG00000038055,protein_coding
ENSMUSG00000038056,protein_coding
ENSMUSG00000038058,protein_coding
ENSMUSG00000038059,protein_coding
ENSMUSG00000038060,protein_coding
ENSMUSG00000038065,protein_coding
ENSMUSG00000038069,protein_coding
ENSMUSG00000038070,protein_coding
ENSMUSG00000038072,protein_coding
ENSMUSG00000038074,protein_coding
ENSMUSG00000038079,protein_coding
ENSMUSG00000038080,protein_coding
ENSMUSG00000038084,protein_coding
ENSMUSG00000038085,protein_coding
ENSMUSG00000038086,protein_coding
ENSMUSG00000038095,protein_coding
ENSMUSG00000038102,protein_coding
ENSMUSG00000038116,protein_coding
ENSMUSG00000038119,protein_coding
ENSMUSG00000038121,protein_coding
ENSMUSG00000038122,protein_coding
ENSMUSG00000038126,protein_coding
ENSMUSG00000038127,protein_coding
ENSMUSG00000038141,protein_coding
ENSMUSG00000038143,protein_coding
ENSMUSG00000038145,protein_coding
ENSMUSG00000038146,protein_coding
ENSMUSG00000038150,protein_coding
ENSMUSG00000038151,protein_coding
ENSMUSG00000038155,protein_coding
ENSMUSG00000038160,protein_coding
ENSMUSG00000038170,protein_coding
ENSMUSG00000038172,protein_coding
ENSMUSG00000038174,protein_coding
ENSMUSG00000038175,protein_coding
ENSMUSG00000038178,protein_coding
ENSMUSG00000038180,protein_coding
ENSMUSG00000038181,protein_coding
ENSMUSG00000038187,protein_coding
ENSMUSG00000038188,protein_coding
ENSMUSG00000038205,protein_coding
ENSMUSG00000038206,protein_coding
ENSMUSG00000038208,protein_coding
ENSMUSG00000038212,protein_coding
ENSMUSG00000038214,protein_coding
ENSMUSG00000038215,protein_coding
ENSMUSG00000038217,protein_coding
ENSMUSG00000038225,protein_coding
ENSMUSG00000038235,protein_coding
ENSMUSG00000038240,protein_coding
ENSMUSG00000038241,protein_coding
ENSMUSG00000038250,protein_coding
ENSMUSG00000038252,protein_coding
ENSMUSG00000038256,protein_coding
ENSMUSG00000038260,protein_coding
ENSMUSG00000038264,protein_coding
ENSMUSG00000038267,protein_coding
ENSMUSG00000038268,protein_coding
ENSMUSG00000038271,protein_coding
ENSMUSG00000038274,protein_coding
ENSMUSG00000038279,protein_coding
ENSMUSG00000038280,protein_coding
ENSMUSG00000038286,protein_coding
ENSMUSG00000038290,protein_coding
ENSMUSG00000038291,protein_coding
ENSMUSG00000038292,protein_coding
ENSMUSG00000038295,protein_coding
ENSMUSG00000038298,protein_coding
ENSMUSG00000038299,protein_coding
ENSMUSG00000038301,protein_coding
ENSMUSG00000038302,protein_coding
ENSMUSG00000038305,protein_coding
ENSMUSG00000038312,protein_coding
ENSMUSG00000038319,protein_coding
ENSMUSG00000038323,protein_coding
ENSMUSG00000038324,protein_coding
ENSMUSG00000038331,protein_coding
ENSMUSG00000038332,protein_coding
ENSMUSG00000038335,protein_coding
ENSMUSG00000038342,protein_coding
ENSMUSG00000038344,protein_coding
ENSMUSG00000038346,protein_coding
ENSMUSG00000038347,protein_coding
ENSMUSG00000038351,protein_coding
ENSMUSG00000038352,protein_coding
ENSMUSG00000038354,protein_coding
ENSMUSG00000038365,protein_coding
ENSMUSG00000038366,protein_coding
ENSMUSG00000038368,protein_coding
ENSMUSG00000038369,protein_coding
ENSMUSG00000038371,protein_coding
ENSMUSG00000038372,protein_coding
ENSMUSG00000038374,protein_coding
ENSMUSG00000038375,protein_coding
ENSMUSG00000038379,protein_coding
ENSMUSG00000038383,protein_coding
ENSMUSG00000038384,protein_coding
ENSMUSG00000038387,protein_coding
ENSMUSG00000038388,protein_coding
ENSMUSG00000038390,protein_coding
ENSMUSG00000038393,protein_coding
ENSMUSG00000038398,protein_coding
ENSMUSG00000038400,protein_coding
ENSMUSG00000038403,protein_coding
ENSMUSG00000038406,protein_coding
ENSMUSG00000038412,protein_coding
ENSMUSG00000038415,protein_coding
ENSMUSG00000038416,protein_coding
ENSMUSG00000038417,protein_coding
ENSMUSG00000038418,protein_coding
ENSMUSG00000038422,protein_coding
ENSMUSG00000038425,protein_coding
ENSMUSG00000038429,protein_coding
ENSMUSG00000038437,protein_coding
ENSMUSG00000038446,protein_coding
ENSMUSG00000038451,protein_coding
ENSMUSG00000038453,protein_coding
ENSMUSG00000038456,protein_coding
ENSMUSG00000038459,protein_coding
ENSMUSG00000038462,protein_coding
ENSMUSG00000038467,protein_coding
ENSMUSG00000038473,protein_coding
ENSMUSG00000038481,protein_coding
ENSMUSG00000038482,protein_coding
ENSMUSG00000038485,protein_coding
ENSMUSG00000038486,protein_coding
ENSMUSG00000038489,protein_coding
ENSMUSG00000038495,protein_coding
ENSMUSG00000038496,protein_coding
ENSMUSG00000038497,protein_coding
ENSMUSG00000038500,protein_coding
ENSMUSG00000038502,protein_coding
ENSMUSG00000038503,protein_coding
ENSMUSG00000038506,protein_coding
ENSMUSG00000038507,protein_coding
ENSMUSG00000038508,protein_coding
ENSMUSG00000038510,protein_coding
ENSMUSG00000038515,protein_coding
ENSMUSG00000038517,protein_coding
ENSMUSG00000038518,protein_coding
ENSMUSG00000038520,protein_coding
ENSMUSG00000038521,protein_coding
ENSMUSG00000038524,protein_coding
ENSMUSG00000038525,protein_coding
ENSMUSG00000038526,protein_coding
ENSMUSG00000038527,protein_coding
ENSMUSG00000038533,protein_coding
ENSMUSG00000038534,protein_coding
ENSMUSG00000038535,protein_coding
ENSMUSG00000038538,protein_coding
ENSMUSG00000038539,protein_coding
ENSMUSG00000038542,protein_coding
ENSMUSG00000038543,protein_coding
ENSMUSG00000038544,protein_coding
ENSMUSG00000038545,protein_coding
ENSMUSG00000038546,protein_coding
ENSMUSG00000038550,protein_coding
ENSMUSG00000038552,protein_coding
ENSMUSG00000038555,protein_coding
ENSMUSG00000038560,protein_coding
ENSMUSG00000038563,protein_coding
ENSMUSG00000038564,protein_coding
ENSMUSG00000038569,protein_coding
ENSMUSG00000038570,protein_coding
ENSMUSG00000038572,protein_coding
ENSMUSG00000038576,protein_coding
ENSMUSG00000038578,protein_coding
ENSMUSG00000038580,protein_coding
ENSMUSG00000038582,protein_coding
ENSMUSG00000038587,protein_coding
ENSMUSG00000038593,protein_coding
ENSMUSG00000038594,protein_coding
ENSMUSG00000038598,protein_coding
ENSMUSG00000038600,protein_coding
ENSMUSG00000038604,protein_coding
ENSMUSG00000038605,protein_coding
ENSMUSG00000038607,protein_coding
ENSMUSG00000038611,protein_coding
ENSMUSG00000038612,protein_coding
ENSMUSG00000038615,protein_coding
ENSMUSG00000038618,protein_coding
ENSMUSG00000038619,protein_coding
ENSMUSG00000038622,protein_coding
ENSMUSG00000038623,protein_coding
ENSMUSG00000038628,protein_coding
ENSMUSG00000038630,protein_coding
ENSMUSG00000038633,protein_coding
ENSMUSG00000038637,protein_coding
ENSMUSG00000038644,protein_coding
ENSMUSG00000038646,protein_coding
ENSMUSG00000038648,protein_coding
ENSMUSG00000038650,protein_coding
ENSMUSG00000038651,protein_coding
ENSMUSG00000038658,protein_coding
ENSMUSG00000038664,protein_coding
ENSMUSG00000038668,protein_coding
ENSMUSG00000038670,protein_coding
ENSMUSG00000038671,protein_coding
ENSMUSG00000038677,protein_coding
ENSMUSG00000038679,protein_coding
ENSMUSG00000038683,protein_coding
ENSMUSG00000038685,protein_coding
ENSMUSG00000038690,protein_coding
ENSMUSG00000038695,protein_coding
ENSMUSG00000038696,protein_coding
ENSMUSG00000038697,protein_coding
ENSMUSG00000038702,protein_coding
ENSMUSG00000038705,protein_coding
ENSMUSG00000038708,protein_coding
ENSMUSG00000038712,protein_coding
ENSMUSG00000038717,protein_coding
ENSMUSG00000038718,protein_coding
ENSMUSG00000038722,protein_coding
ENSMUSG00000038729,protein_coding
ENSMUSG00000038732,protein_coding
ENSMUSG00000038733,protein_coding
ENSMUSG00000038736,protein_coding
ENSMUSG00000038740,protein_coding
ENSMUSG00000038742,protein_coding
ENSMUSG00000038756,protein_coding
ENSMUSG00000038759,protein_coding
ENSMUSG00000038762,protein_coding
ENSMUSG00000038763,protein_coding
ENSMUSG00000038764,protein_coding
ENSMUSG00000038766,protein_coding
ENSMUSG00000038773,protein_coding
ENSMUSG00000038774,protein_coding
ENSMUSG00000038775,protein_coding
ENSMUSG00000038776,protein_coding
ENSMUSG00000038777,protein_coding
ENSMUSG00000038780,protein_coding
ENSMUSG00000038781,protein_coding
ENSMUSG00000038784,protein_coding
ENSMUSG00000038793,protein_coding
ENSMUSG00000038797,protein_coding
ENSMUSG00000038803,protein_coding
ENSMUSG00000038806,protein_coding
ENSMUSG00000038807,protein_coding
ENSMUSG00000038811,protein_coding
ENSMUSG00000038812,protein_coding
ENSMUSG00000038816,protein_coding
ENSMUSG00000038822,protein_coding
ENSMUSG00000038827,protein_coding
ENSMUSG00000038828,protein_coding
ENSMUSG00000038831,protein_coding
ENSMUSG00000038838,protein_coding
ENSMUSG00000038840,protein_coding
ENSMUSG00000038843,protein_coding
ENSMUSG00000038844,protein_coding
ENSMUSG00000038845,protein_coding
ENSMUSG00000038848,protein_coding
ENSMUSG00000038859,protein_coding
ENSMUSG00000038860,protein_coding
ENSMUSG00000038861,protein_coding
ENSMUSG00000038866,protein_coding
ENSMUSG00000038871,protein_coding
ENSMUSG00000038872,protein_coding
ENSMUSG00000038876,protein_coding
ENSMUSG00000038880,protein_coding
ENSMUSG00000038884,protein_coding
ENSMUSG00000038886,protein_coding
ENSMUSG00000038888,protein_coding
ENSMUSG00000038893,protein_coding
ENSMUSG00000038894,protein_coding
ENSMUSG00000038895,protein_coding
ENSMUSG00000038900,protein_coding
ENSMUSG00000038902,protein_coding
ENSMUSG00000038903,protein_coding
ENSMUSG00000038909,protein_coding
ENSMUSG00000038910,protein_coding
ENSMUSG00000038914,protein_coding
ENSMUSG00000038916,protein_coding
ENSMUSG00000038930,protein_coding
ENSMUSG00000038932,protein_coding
ENSMUSG00000038936,protein_coding
ENSMUSG00000038943,protein_coding
ENSMUSG00000038949,protein_coding
ENSMUSG00000038954,protein_coding
ENSMUSG00000038957,protein_coding
ENSMUSG00000038963,protein_coding
ENSMUSG00000038965,protein_coding
ENSMUSG00000038967,protein_coding
ENSMUSG00000038970,protein_coding
ENSMUSG00000038975,protein_coding
ENSMUSG00000038976,protein_coding
ENSMUSG00000038982,protein_coding
ENSMUSG00000038984,protein_coding
ENSMUSG00000038990,protein_coding
ENSMUSG00000038991,protein_coding
ENSMUSG00000039000,protein_coding
ENSMUSG00000039001,protein_coding
ENSMUSG00000039004,protein_coding
ENSMUSG00000039016,protein_coding
ENSMUSG00000039018,protein_coding
ENSMUSG00000039031,protein_coding
ENSMUSG00000039033,protein_coding
ENSMUSG00000039041,protein_coding
ENSMUSG00000039043,protein_coding
ENSMUSG00000039046,protein_coding
ENSMUSG00000039047,protein_coding
ENSMUSG00000039048,protein_coding
ENSMUSG00000039050,protein_coding
ENSMUSG00000039055,protein_coding
ENSMUSG00000039062,protein_coding
ENSMUSG00000039063,protein_coding
ENSMUSG00000039065,protein_coding
ENSMUSG00000039067,protein_coding
ENSMUSG00000039068,protein_coding
ENSMUSG00000039069,protein_coding
ENSMUSG00000039086,protein_coding
ENSMUSG00000039087,protein_coding
ENSMUSG00000039089,protein_coding
ENSMUSG00000039095,protein_coding
ENSMUSG00000039096,protein_coding
ENSMUSG00000039099,protein_coding
ENSMUSG00000039100,protein_coding
ENSMUSG00000039103,protein_coding
ENSMUSG00000039105,protein_coding
ENSMUSG00000039108,protein_coding
ENSMUSG00000039115,protein_coding
ENSMUSG00000039117,protein_coding
ENSMUSG00000039126,protein_coding
ENSMUSG00000039128,protein_coding
ENSMUSG00000039130,protein_coding
ENSMUSG00000039131,protein_coding
ENSMUSG00000039137,protein_coding
ENSMUSG00000039145,protein_coding
ENSMUSG00000039148,protein_coding
ENSMUSG00000039156,protein_coding
ENSMUSG00000039157,protein_coding
ENSMUSG00000039158,protein_coding
ENSMUSG00000039159,protein_coding
ENSMUSG00000039163,protein_coding
ENSMUSG00000039164,protein_coding
ENSMUSG00000039166,protein_coding
ENSMUSG00000039168,protein_coding
ENSMUSG00000039176,protein_coding
ENSMUSG00000039178,protein_coding
ENSMUSG00000039182,protein_coding
ENSMUSG00000039183,protein_coding
ENSMUSG00000039187,protein_coding
ENSMUSG00000039191,protein_coding
ENSMUSG00000039193,protein_coding
ENSMUSG00000039194,protein_coding
ENSMUSG00000039195,protein_coding
ENSMUSG00000039197,protein_coding
ENSMUSG00000039198,protein_coding
ENSMUSG00000039199,protein_coding
ENSMUSG00000039200,protein_coding
ENSMUSG00000039201,protein_coding
ENSMUSG00000039202,protein_coding
ENSMUSG00000039205,protein_coding
ENSMUSG00000039206,protein_coding
ENSMUSG00000039208,protein_coding
ENSMUSG00000039209,protein_coding
ENSMUSG00000039210,protein_coding
ENSMUSG00000039218,protein_coding
ENSMUSG00000039219,protein_coding
ENSMUSG00000039220,protein_coding
ENSMUSG00000039221,protein_coding
ENSMUSG00000039224,protein_coding
ENSMUSG00000039230,protein_coding
ENSMUSG00000039231,protein_coding
ENSMUSG00000039233,protein_coding
ENSMUSG00000039234,protein_coding
ENSMUSG00000039238,protein_coding
ENSMUSG00000039242,protein_coding
ENSMUSG00000039244,protein_coding
ENSMUSG00000039246,protein_coding
ENSMUSG00000039252,protein_coding
ENSMUSG00000039253,protein_coding
ENSMUSG00000039254,protein_coding
ENSMUSG00000039262,protein_coding
ENSMUSG00000039263,protein_coding
ENSMUSG00000039275,protein_coding
ENSMUSG00000039278,protein_coding
ENSMUSG00000039285,protein_coding
ENSMUSG00000039286,protein_coding
ENSMUSG00000039294,protein_coding
ENSMUSG00000039298,protein_coding
ENSMUSG00000039307,protein_coding
ENSMUSG00000039308,protein_coding
ENSMUSG00000039316,protein_coding
ENSMUSG00000039318,protein_coding
ENSMUSG00000039323,protein_coding
ENSMUSG00000039328,protein_coding
ENSMUSG00000039329,protein_coding
ENSMUSG00000039337,protein_coding
ENSMUSG00000039345,protein_coding
ENSMUSG00000039347,protein_coding
ENSMUSG00000039349,protein_coding
ENSMUSG00000039354,protein_coding
ENSMUSG00000039356,protein_coding
ENSMUSG00000039357,protein_coding
ENSMUSG00000039361,protein_coding
ENSMUSG00000039367,protein_coding
ENSMUSG00000039375,protein_coding
ENSMUSG00000039382,protein_coding
ENSMUSG00000039384,protein_coding
ENSMUSG00000039395,protein_coding
ENSMUSG00000039396,protein_coding
ENSMUSG00000039405,protein_coding
ENSMUSG00000039410,protein_coding
ENSMUSG00000039414,protein_coding
ENSMUSG00000039419,protein_coding
ENSMUSG00000039427,protein_coding
ENSMUSG00000039428,protein_coding
ENSMUSG00000039431,protein_coding
ENSMUSG00000039449,protein_coding
ENSMUSG00000039450,protein_coding
ENSMUSG00000039452,protein_coding
ENSMUSG00000039456,protein_coding
ENSMUSG00000039457,protein_coding
ENSMUSG00000039458,protein_coding
ENSMUSG00000039461,protein_coding
ENSMUSG00000039463,protein_coding
ENSMUSG00000039470,protein_coding
ENSMUSG00000039473,protein_coding
ENSMUSG00000039474,protein_coding
ENSMUSG00000039476,protein_coding
ENSMUSG00000039477,protein_coding
ENSMUSG00000039478,protein_coding
ENSMUSG00000039480,protein_coding
ENSMUSG00000039481,protein_coding
ENSMUSG00000039483,protein_coding
ENSMUSG00000039485,protein_coding
ENSMUSG00000039497,protein_coding
ENSMUSG00000039501,protein_coding
ENSMUSG00000039509,protein_coding
ENSMUSG00000039512,protein_coding
ENSMUSG00000039515,protein_coding
ENSMUSG00000039519,protein_coding
ENSMUSG00000039523,protein_coding
ENSMUSG00000039530,protein_coding
ENSMUSG00000039531,protein_coding
ENSMUSG00000039536,protein_coding
ENSMUSG00000039542,protein_coding
ENSMUSG00000039556,protein_coding
ENSMUSG00000039568,protein_coding
ENSMUSG00000039577,protein_coding
ENSMUSG00000039578,protein_coding
ENSMUSG00000039585,protein_coding
ENSMUSG00000039599,protein_coding
ENSMUSG00000039615,protein_coding
ENSMUSG00000039616,protein_coding
ENSMUSG00000039617,processed_pseudogene
ENSMUSG00000039620,protein_coding
ENSMUSG00000039621,protein_coding
ENSMUSG00000039623,protein_coding
ENSMUSG00000039629,protein_coding
ENSMUSG00000039630,protein_coding
ENSMUSG00000039632,protein_coding
ENSMUSG00000039633,protein_coding
ENSMUSG00000039634,protein_coding
ENSMUSG00000039637,protein_coding
ENSMUSG00000039640,protein_coding
ENSMUSG00000039646,protein_coding
ENSMUSG00000039648,protein_coding
ENSMUSG00000039652,protein_coding
ENSMUSG00000039656,protein_coding
ENSMUSG00000039660,protein_coding
ENSMUSG00000039661,protein_coding
ENSMUSG00000039662,protein_coding
ENSMUSG00000039670,protein_coding
ENSMUSG00000039671,protein_coding
ENSMUSG00000039676,protein_coding
ENSMUSG00000039678,protein_coding
ENSMUSG00000039680,protein_coding
ENSMUSG00000039682,protein_coding
ENSMUSG00000039684,transcribed_processed_pseudogene
ENSMUSG00000039686,protein_coding
ENSMUSG00000039693,protein_coding
ENSMUSG00000039697,protein_coding
ENSMUSG00000039701,protein_coding
ENSMUSG00000039703,protein_coding
ENSMUSG00000039704,protein_coding
ENSMUSG00000039713,protein_coding
ENSMUSG00000039715,protein_coding
ENSMUSG00000039716,protein_coding
ENSMUSG00000039720,protein_coding
ENSMUSG00000039725,protein_coding
ENSMUSG00000039735,protein_coding
ENSMUSG00000039737,protein_coding
ENSMUSG00000039738,protein_coding
ENSMUSG00000039740,protein_coding
ENSMUSG00000039741,protein_coding
ENSMUSG00000039745,protein_coding
ENSMUSG00000039747,protein_coding
ENSMUSG00000039748,protein_coding
ENSMUSG00000039753,protein_coding
ENSMUSG00000039754,protein_coding
ENSMUSG00000039756,protein_coding
ENSMUSG00000039759,protein_coding
ENSMUSG00000039763,protein_coding
ENSMUSG00000039765,protein_coding
ENSMUSG00000039768,protein_coding
ENSMUSG00000039770,protein_coding
ENSMUSG00000039771,protein_coding
ENSMUSG00000039774,protein_coding
ENSMUSG00000039781,protein_coding
ENSMUSG00000039782,protein_coding
ENSMUSG00000039787,protein_coding
ENSMUSG00000039789,protein_coding
ENSMUSG00000039795,protein_coding
ENSMUSG00000039801,protein_coding
ENSMUSG00000039804,protein_coding
ENSMUSG00000039810,protein_coding
ENSMUSG00000039813,protein_coding
ENSMUSG00000039814,protein_coding
ENSMUSG00000039824,protein_coding
ENSMUSG00000039826,protein_coding
ENSMUSG00000039828,protein_coding
ENSMUSG00000039831,protein_coding
ENSMUSG00000039834,protein_coding
ENSMUSG00000039835,protein_coding
ENSMUSG00000039838,protein_coding
ENSMUSG00000039840,protein_coding
ENSMUSG00000039841,protein_coding
ENSMUSG00000039842,protein_coding
ENSMUSG00000039844,protein_coding
ENSMUSG00000039849,protein_coding
ENSMUSG00000039850,protein_coding
ENSMUSG00000039852,protein_coding
ENSMUSG00000039865,protein_coding
ENSMUSG00000039873,protein_coding
ENSMUSG00000039879,protein_coding
ENSMUSG00000039886,protein_coding
ENSMUSG00000039887,protein_coding
ENSMUSG00000039891,protein_coding
ENSMUSG00000039901,protein_coding
ENSMUSG00000039908,protein_coding
ENSMUSG00000039910,protein_coding
ENSMUSG00000039911,protein_coding
ENSMUSG00000039914,protein_coding
ENSMUSG00000039917,protein_coding
ENSMUSG00000039929,protein_coding
ENSMUSG00000039936,protein_coding
ENSMUSG00000039943,protein_coding
ENSMUSG00000039952,protein_coding
ENSMUSG00000039953,protein_coding
ENSMUSG00000039958,protein_coding
ENSMUSG00000039959,protein_coding
ENSMUSG00000039960,protein_coding
ENSMUSG00000039963,protein_coding
ENSMUSG00000039967,protein_coding
ENSMUSG00000039968,protein_coding
ENSMUSG00000039976,protein_coding
ENSMUSG00000039982,protein_coding
ENSMUSG00000039983,protein_coding
ENSMUSG00000039985,protein_coding
ENSMUSG00000039987,protein_coding
ENSMUSG00000039988,protein_coding
ENSMUSG00000039990,protein_coding
ENSMUSG00000039994,protein_coding
ENSMUSG00000040006,protein_coding
ENSMUSG00000040007,protein_coding
ENSMUSG00000040009,protein_coding
ENSMUSG00000040010,protein_coding
